_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
61,nav_dryrun,dryrun,62,1.7,0.0,62,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,307,62,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,308,1.7445679903030396,1.7690000534057617,-89,0.08981569253784769,0.02672385424375534,-0.629428531645852,0.7192442241836997,0.5047163367271423,0.020243763,DIAG_NAV,310,avoidance,-10.581903643906116,-11.329713569625335,0.0,0.0,22.27162240482867,-3.7036662753671403,-3.7036662753671403,-10.581903643906116,62,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,nav_dryrun,dryrun,63,1.7,0.0,63,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,312,63,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,313,1.738318305015564,1.7714999914169312,-89,0.09143027571924761,0.02681642770767212,-0.624600951906805,0.7160312276260525,0.5047898292541504,0.04215423,DIAG_NAV,315,avoidance,-10.579589307308197,-11.24281713432249,0.0,0.0,22.27200041313966,-3.7028562575578685,-3.7028562575578685,-10.579589307308197,63,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,nav_dryrun,dryrun,64,1.7,0.0,64,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,317,64,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,318,1.6996989679336547,0.7012500166893005,-89,0.0911974807580312,0.026959259063005447,-0.6326259368774937,0.7238234176355249,0.5067788362503052,0.066448664,DIAG_NAV,320,avoidance,-10.576018523424864,-11.387266863794887,0.0,0.0,22.272583641173938,-3.701606483198702,-3.701606483198702,-10.576018523424864,64,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,nav_dryrun,dryrun,65,1.7,0.0,65,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,322,65,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,323,1.6702080869674683,1.7940000295639038,-89,0.0916253597128625,0.02664765901863575,-0.6297844998976764,0.7214098596105388,0.5034705400466919,0.012250404000000001,DIAG_NAV,325,avoidance,-10.583808524534106,-11.336120998158174,0.0,0.0,22.271311274326095,-3.7043329835869367,-3.7043329835869367,-10.583808524534106,65,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,nav_dryrun,dryrun,66,1.7,0.0,66,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,327,66,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,328,1.6343469285964967,0.7012500166893005,-89,0.09151181312022257,0.026795480400323868,-0.6314376613453907,0.7229494744656133,0.5031585097312927,0.012091698000000001,DIAG_NAV,330,avoidance,-10.580112989991903,-11.365877904217033,0.0,0.0,22.271914878301324,-3.7030395464971657,-3.7030395464971657,-10.580112989991903,66,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,nav_dryrun,dryrun,67,1.7,0.0,67,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,332,67,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,333,1.661062262058258,0.7012500166893005,-89,0.08881791096691992,0.027067886665463448,-0.632798497437262,0.721616408404182,0.5044525265693665,0.035006785000000006,DIAG_NAV,335,avoidance,-10.573302833363414,-11.390372953870717,0.0,0.0,22.273027203883977,-3.7006559916771944,-3.7006559916771944,-10.573302833363414,67,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,nav_dryrun,dryrun,68,1.7,0.0,68,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,337,68,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,338,1.7588688039779663,1.7545000314712524,-89,0.09024992702054042,0.02692423202097416,-0.6308104541956209,0.7210603812161613,0.5061002969741821,0.057785925,DIAG_NAV,340,avoidance,-10.576894199475646,-11.354588175521176,0.0,0.0,22.272440614085646,-3.7019129698164757,-3.7019129698164757,-10.576894199475646,68,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,nav_dryrun,dryrun,69,1.7,0.0,69,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,342,69,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,343,1.7602528381347655,1.7912499904632568,-89,0.08980808640811958,0.02695637196302414,-0.6305746963503315,0.720382782758451,0.5030721426010132,0.0035586850000000002,DIAG_NAV,345,avoidance,-10.576090700924397,-11.350344534305966,0.0,0.0,22.27257185218235,-3.7016317453235383,-3.7016317453235383,-10.576090700924397,69,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,nav_dryrun,dryrun,70,1.7,0.0,70,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,347,70,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,348,1.6913749837875367,0.7059999704360962,-89,0.09129413304960027,0.027179639786481857,-0.6311703793266241,0.7224645123762243,0.5038508176803589,0.008684423,DIAG_NAV,350,avoidance,-10.570509005337954,-11.361066827879235,0.0,0.0,22.273483529128136,-3.6996781518682833,-3.6996781518682833,-10.570509005337954,70,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,nav_dryrun,dryrun,71,1.7,0.0,71,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,352,71,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,353,1.6900738382339477,0.7059999704360962,-89,0.09172455674292994,0.0271076038479805,-0.6280907862911038,0.7198153430340337,0.5035063028335571,0.050392905,DIAG_NAV,355,avoidance,-10.572309903800488,-11.305634153239868,0.0,0.0,22.273189382379254,-3.70030846633017,-3.70030846633017,-10.572309903800488,71,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,nav_dryrun,dryrun,72,1.7,0.0,72,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,357,72,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,358,1.7187281942367554,1.7597500085830688,-89,0.09067101929994191,0.02675408124923706,-0.6305918926555736,0.7212629119555155,0.5031887888908386,0.072902822,DIAG_NAV,360,avoidance,-10.581147968769073,-11.350654067800324,0.0,0.0,22.271745831767717,-3.7034017890691753,-3.7034017890691753,-10.581147968769073,72,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,nav_dryrun,dryrun,73,1.7,0.0,73,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,362,73,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,363,1.7326843309402467,1.7960000038146973,-89,0.09041477973554649,0.02663722075521946,-0.6344236255276438,0.7248384052631902,0.5065914392471313,0.020407783000000002,DIAG_NAV,365,avoidance,-10.584069481119514,-11.419625259497588,0.0,0.0,22.271268651417145,-3.7044243183918293,-3.7044243183918293,-10.584069481119514,73,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,nav_dryrun,dryrun,74,1.7,0.0,74,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,367,74,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,368,1.7314335918426513,1.7857500314712524,-89,0.08984926397747853,0.02675408124923706,-0.6308337742572322,0.7206830382347107,0.5053148865699768,0.006500197,DIAG_NAV,370,avoidance,-10.581147968769073,-11.35500793663018,0.0,0.0,22.271745831767717,-3.7034017890691753,-3.7034017890691753,-10.581147968769073,74,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,nav_dryrun,dryrun,75,1.7,0.0,75,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,372,75,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,373,1.759334955215454,1.7864999771118164,-89,0.08807348321173705,0.026795100420713425,-0.6332208380541381,0.7212943212658751,0.505648672580719,0.06651470100000001,DIAG_NAV,375,avoidance,-10.580122489482164,-11.397975084974485,0.0,0.0,22.271913326717915,-3.703042871318757,-3.703042871318757,-10.580122489482164,75,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,nav_dryrun,dryrun,76,1.7,0.0,76,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,377,76,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,378,1.6421645092964172,0.7022500038146973,-89,0.09026619335453884,0.027038389816880226,-0.6263509794850559,0.7166171728395948,0.504950225353241,0.012568648,DIAG_NAV,380,avoidance,-10.574040254577994,-11.274317630731007,0.0,0.0,22.272906758418927,-3.7009140891022976,-3.7009140891022976,-10.574040254577994,76,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,nav_dryrun,dryrun,77,1.7,0.0,77,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,382,77,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,383,1.6441596388816833,0.7022500038146973,-89,0.08996955707084899,0.026857983320951462,-0.6293711261275937,0.7193406831984427,0.5046624541282654,0.036719766,DIAG_NAV,385,avoidance,-10.578550416976213,-11.328680270296687,0.0,0.0,22.27217009856055,-3.7024926459416743,-3.7024926459416743,-10.578550416976213,77,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,nav_dryrun,dryrun,78,1.7,0.0,78,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,387,78,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,388,1.7258750581741333,1.7667499780654907,-89,0.0913168691902184,0.02691514976322651,-0.6285457637014926,0.719862632891711,0.5035865902900696,0.0077683760000000004,DIAG_NAV,390,avoidance,-10.577121255919337,-11.313823746626866,0.0,0.0,22.272403528199842,-3.7019924395717676,-3.7019924395717676,-10.577121255919337,78,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,nav_dryrun,dryrun,79,1.7,0.0,79,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,392,79,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,393,1.7326304578781129,1.7699999809265137,-89,0.09221734961166102,0.027142120525240898,-0.6235880512086783,0.7158054008203394,0.5034437775611877,0.030827279000000003,DIAG_NAV,395,avoidance,-10.571446986868978,-11.22458492175621,0.0,0.0,22.273330325478067,-3.7000064454041417,-3.7000064454041417,-10.571446986868978,79,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,nav_dryrun,dryrun,80,1.7,0.0,80,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,397,80,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,398,1.755311975479126,1.75600004196167,-89,0.0920178900089334,0.02714490331709385,-0.6277189455269014,0.7197368355358348,0.5050054788589478,0.053454806,DIAG_NAV,400,avoidance,-10.571377417072654,-11.298941019484225,0.0,0.0,22.2733416885448,-3.6999820959754284,-3.6999820959754284,-10.571377417072654,80,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,nav_dryrun,dryrun,81,1.7,0.0,81,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,402,81,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,403,1.6820777320861817,1.750499963760376,-89,0.08962884348104982,0.026767617091536522,-0.629540071987054,0.7191689154681038,0.5039124488830566,0.00037833800000000004,DIAG_NAV,405,avoidance,-10.580809572711587,-11.331721295766972,0.0,0.0,22.271801103123774,-3.703283350449055,-3.703283350449055,-10.580809572711587,81,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,nav_dryrun,dryrun,82,1.7,0.0,82,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,407,82,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,408,1.6866514205932617,1.752500057220459,-89,0.08938127036626432,0.026966262608766556,-0.6323850285261869,0.7217662988924513,0.5045374631881714,0.023713965,DIAG_NAV,410,avoidance,-10.575843434780836,-11.382930513471365,0.0,0.0,22.272612238985797,-3.701545202173292,-3.701545202173292,-10.575843434780836,82,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,nav_dryrun,dryrun,83,1.7,0.0,83,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,412,83,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,413,1.7574712181091308,1.7654999494552612,-89,0.09226495297808274,0.027225421741604805,-0.6283426444758387,0.7206075974539214,0.5059021711349487,0.007519762,DIAG_NAV,415,avoidance,-10.56936445645988,-11.310167600565096,0.0,0.0,22.273670472111554,-3.6992775597609575,-3.6992775597609575,-10.56936445645988,83,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,nav_dryrun,dryrun,84,1.7,0.0,84,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,417,84,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,418,1.7566437196731568,1.7687499523162842,-89,0.09019173338424925,0.02688351832330227,-0.6317266064385573,0.7219183398228065,0.5055554509162903,0.070314442,DIAG_NAV,420,avoidance,-10.577912041917443,-11.371078915894032,0.0,0.0,22.27227436648682,-3.7022692146711047,-3.7022692146711047,-10.577912041917443,84,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,nav_dryrun,dryrun,85,1.7,0.0,85,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,422,85,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,423,1.7589054679870606,1.7925000190734863,-89,0.09118788408152029,0.026941856369376183,-0.633423862248367,0.7246117463298872,0.5033916234970093,0.016581966,DIAG_NAV,425,avoidance,-10.576453590765595,-11.401629520470607,0.0,0.0,22.272512580174954,-3.701758756767958,-3.701758756767958,-10.576453590765595,85,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,nav_dryrun,dryrun,86,1.7,0.0,86,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,427,86,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,428,1.716083984375,1.7999999523162842,-89,0.08955036322860156,0.027078071609139442,-0.6345211219261675,0.724071485154769,0.5024054646492004,0.040933827000000006,DIAG_NAV,430,avoidance,-10.573048209771514,-11.421380194671015,0.0,0.0,22.273068792403986,-3.7005668734200294,-3.7005668734200294,-10.573048209771514,86,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,nav_dryrun,dryrun,87,1.7,0.0,87,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,432,87,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,433,1.6954435300827027,1.7599999904632568,-89,0.08979522944519333,0.027093321084976196,-0.6334687308134401,0.7232639602586335,0.503975510597229,0.012109513,DIAG_NAV,435,avoidance,-10.572666972875595,-11.402437154641923,0.0,0.0,22.273131061096986,-3.700433440506458,-3.700433440506458,-10.572666972875595,87,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,nav_dryrun,dryrun,88,1.7,0.0,88,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,437,88,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,438,1.7575151968002318,1.7695000171661377,-89,0.09056218300818228,0.026722479611635208,-0.6327519106002999,0.7233140936084822,0.5025303363800049,0.034888393000000004,DIAG_NAV,440,avoidance,-10.58193800970912,-11.389534390805398,0.0,0.0,22.271616791747512,-3.7036783033981915,-3.7036783033981915,-10.58193800970912,88,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,nav_dryrun,dryrun,89,1.7,0.0,89,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,442,89,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,443,1.755317816734314,1.7519999742507935,-89,0.09097461464504401,0.02696412242949009,-0.6302052189541214,0.7211798335991654,0.5028746128082275,0.057853296000000005,DIAG_NAV,445,avoidance,-10.575896939262748,-11.343693941174186,0.0,0.0,22.272603499920418,-3.7015639287419613,-3.7015639287419613,-10.575896939262748,89,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,nav_dryrun,dryrun,90,1.7,0.0,90,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,447,90,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,448,1.7107971239089965,0.702750027179718,-89,0.0903175980144856,0.026892533525824547,-0.6302821129268291,0.7205997109413147,0.5035220980644226,0.004273969,DIAG_NAV,450,avoidance,-10.577686661854386,-11.345078032682924,0.0,0.0,22.272311178563783,-3.7021903316490348,-3.7021903316490348,-10.577686661854386,90,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,nav_dryrun,dryrun,91,1.7,0.0,91,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,452,91,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,453,1.6963762998580934,0.702750027179718,-89,0.08961309098145541,0.027111252769827843,-0.6293635305528548,0.7189766215343102,0.5034896731376648,0.027507133000000003,DIAG_NAV,455,avoidance,-10.572218680754304,-11.328543549951386,0.0,0.0,22.273204282143464,-3.700276538264006,-3.700276538264006,-10.572218680754304,91,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,nav_dryrun,dryrun,92,1.7,0.0,92,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,457,92,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,458,1.7375611972808838,1.7615000009536743,-89,0.09069457679402594,0.027023954316973686,-0.6300098536645665,0.7207044304585924,0.5033944249153137,0.010601053000000001,DIAG_NAV,460,avoidance,-10.574401142075658,-11.340177365962198,0.0,0.0,22.272847813460977,-3.70104039972648,-3.70104039972648,-10.574401142075658,92,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,nav_dryrun,dryrun,93,1.7,0.0,93,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,462,93,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,463,1.7193202543258668,1.7834999561309814,-89,0.09037813683058701,0.02670798823237419,-0.6306541343676109,0.7210322711981979,0.5037720799446106,0.072636965,DIAG_NAV,465,avoidance,-10.582300294190645,-11.351774418616996,0.0,0.0,22.271557618615528,-3.7038051029667254,-3.7038051029667254,-10.582300294190645,93,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,466
93,nav_dryrun,dryrun,94,1.7,0.0,94,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,467,94,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,468,1.7193202543258668,1.7834999561309814,-89,0.09037813683058701,0.02670798823237419,-0.6306541343676109,0.7210322711981979,0.5037720799446106,0.257519726,DIAG_NAV,470,avoidance,-10.582300294190645,-11.351774418616996,0.0,0.0,22.271557618615528,-3.7038051029667254,-3.7038051029667254,-10.582300294190645,94,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,471
94,nav_dryrun,dryrun,95,1.7,0.0,95,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,472,95,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,473,1.707591586112976,1.7660000324249268,-89,0.09128936807460644,0.026823192834854126,-0.6311653130413856,0.722454681115992,0.5045521855354309,0.000423022,DIAG_NAV,475,avoidance,-10.579420179128647,-11.36097563474494,0.0,0.0,22.272028037408987,-3.702797062695026,-3.702797062695026,-10.579420179128647,95,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,476
95,nav_dryrun,dryrun,96,1.7,0.0,96,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,477,96,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,478,1.717226095199585,1.7710000276565552,-89,0.08889911258045365,0.027147704735398293,-0.6348370730730832,0.7237361856535369,0.5044311881065369,0.052278535,DIAG_NAV,480,avoidance,-10.571307381615043,-11.427067315315497,0.0,0.0,22.273353127669544,-3.6999575835652645,-3.6999575835652645,-10.571307381615043,96,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,481
96,nav_dryrun,dryrun,97,1.7,0.0,97,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,482,97,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,483,1.705591549873352,0.706250011920929,-89,0.09151777979351726,0.026982847601175308,-0.6276105227058425,0.7191283024993598,0.5038021802902222,0.01001875,DIAG_NAV,485,avoidance,-10.575428809970617,-11.296989408705166,0.0,0.0,22.272679961038133,-3.7014000834897156,-3.7014000834897156,-10.575428809970617,97,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,486
97,nav_dryrun,dryrun,98,1.7,0.0,98,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,487,98,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,488,1.7569324922561647,1.7634999752044678,-89,0.0921535880542269,0.027067085728049278,-0.6309676646601919,0.7231212527144188,0.5038110613822937,0.060841862000000003,DIAG_NAV,490,avoidance,-10.573322856798768,-11.357417963883455,0.0,0.0,22.273023933389535,-3.7006629998795684,-3.7006629998795684,-10.573322856798768,98,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,491
98,nav_dryrun,dryrun,99,1.7,0.0,99,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,492,99,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,493,1.7077132081985473,1.7682499885559082,-89,0.09064398187340475,0.026733094826340675,-0.6302347243854812,0.720878706258886,0.5047211050987244,0.008909832000000001,DIAG_NAV,495,avoidance,-10.581672629341483,-11.344225038938662,0.0,0.0,22.271660137207558,-3.7035854202695186,-3.7035854202695186,-10.581672629341483,99,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,496
99,nav_dryrun,dryrun,100,1.7,0.0,100,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,497,100,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,498,1.759323706626892,1.7682499885559082,-89,0.08976375231263685,0.027001764625310898,-0.6329104118049145,0.7226741641175514,0.5052425265312195,0.03133182,DIAG_NAV,500,avoidance,-10.574955884367228,-11.39238741248846,0.0,0.0,22.272757205553354,-3.701234559528529,-3.701234559528529,-10.574955884367228,100,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,501
100,nav_dryrun,dryrun,101,1.7,0.0,101,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,502,101,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,503,1.7199918985366822,1.7940000295639038,-89,0.08810675454636414,0.027015667408704758,-0.634475030552815,0.7225817850991791,0.5037175416946411,0.054200960000000006,DIAG_NAV,505,avoidance,-10.574608314782381,-11.420550549950669,0.0,0.0,22.272813975252213,-3.701112910173833,-3.701112910173833,-10.574608314782381,101,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,506
101,nav_dryrun,dryrun,102,1.7,0.0,102,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,507,102,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,508,1.7166003942489625,1.7704999446868896,-89,0.08851175163598622,0.026966655626893044,-0.6303433220030046,0.7188550736389908,0.5041812062263489,0.00041117100000000005,DIAG_NAV,510,avoidance,-10.575833609327674,-11.346179796054082,0.0,0.0,22.272613843809815,-3.7015417632646854,-3.7015417632646854,-10.575833609327674,102,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,511
